nama_aplikasi,developer,developerId,developerEmail,developerWebsite,developerAddress,score,ratings,reviews,installs,categories,appId,url,country,matched_keyword
"GoPay: Transfer, Bayar, QRIS",PT. GoTo Gojek Tokopedia Tbk,4853785597837765677,customserservice@gopay.co.id,https://gopay.co.id/,,4.7178836,1773554,446213,100.000.000+,Keuangan,com.gojek.gopay,https://play.google.com/store/apps/details?id=com.gojek.gopay&hl=id&gl=id,Indonesia,"bayar nanti, belanja sekarang bayar nanti, dompet digital pinjaman, paylater"
Google Wallet,Google LLC,5700313618786177705,google-payments@google.com,https://pay.google.com/about,,4.4453506,2200091,965,1.000.000.000+,Keuangan,com.google.android.apps.walletnfcrel,https://play.google.com/store/apps/details?id=com.google.android.apps.walletnfcrel&hl=id&gl=id,Indonesia,virtual credit card
"Pengelola Uang：Anggaran, Biaya",Wow Techs,Wow+Techs,moneymanagerfeedback@outlook.com,https://www.aeenjoy.com/,,4.881188,4483,259,500.000+,Keuangan,com.happy.money_manager,https://play.google.com/store/apps/details?id=com.happy.money_manager&hl=id&gl=id,Indonesia,uang darurat
Harga Emas Antam,Digital Media Karya,6471108193028421251,digitalmedia.karya@gmail.com,https://cekhargaemas.com,,4.93,587,218,10.000+,Keuangan,com.hargaemashariini.antam,https://play.google.com/store/apps/details?id=com.hargaemashariini.antam&hl=id&gl=id,Indonesia,cicil emas
HexaCard - Payment cards,TRANSFEREASY LIMITED,TRANSFEREASY+LIMITED,support@hexacard.me,https://hexacard.me,,,,,100.000+,,com.hexocard.app,https://play.google.com/store/apps/details?id=com.hexocard.app&hl=id&gl=id,Indonesia,virtual credit card
Honest - Kartu Kredit & QRIS,Honest Financial Technologies,9208395928314234914,info@honestbank.com,https://honest.co.id,,4.823153,139695,65944,1.000.000+,Keuangan,com.honestbank.android,https://play.google.com/store/apps/details?id=com.honestbank.android&hl=id&gl=id,Indonesia,"cicilan tanpa kartu kredit, kartu kredit digital, kredit tanpa jaminan, virtual credit card"
Motorku X,PT Astra International Tbk - Honda,PT+Astra+International+Tbk+-+Honda,motorku_x@hso.astra.co.id,https://www.astramotor.co.id/,,4.1944866,26408,15003,1.000.000+,Otomotif,com.hso.motorku,https://play.google.com/store/apps/details?id=com.hso.motorku&hl=id&gl=id,Indonesia,kredit motor online
현대카드,Hyundai Card,Hyundai+Card,mobile.app@hyundaicard.com,http://www.hyundaicard.com,,4.67,406996,6,10.000.000+,Keuangan,com.hyundaicard.appcard,https://play.google.com/store/apps/details?id=com.hyundaicard.appcard&hl=id&gl=id,Indonesia,virtual credit card
BAF Mobile - Cicilan Pinjaman,PT Bussan Auto Finance,PT+Bussan+Auto+Finance,bafcs@baf.id,http://www.baf.id/,,4.7561784,146507,22257,1.000.000+,Keuangan,com.id.bussanautofinance,https://play.google.com/store/apps/details?id=com.id.bussanautofinance&hl=id&gl=id,Indonesia,"gadai bpkb, kredit hp, kredit motor online"
KrediOne-Pinjaman Daring,PT. Inovasi Terdepan Nusantara,PT.+Inovasi+Terdepan+Nusantara,cs@kredione.id,https://www.kredione.id,,4.526939,1082941,260468,10.000.000+,Keuangan,com.id.kredi360,https://play.google.com/store/apps/details?id=com.id.kredi360&hl=id&gl=id,Indonesia,"aplikasi cicilan, aplikasi kredit, aplikasi pinjaman ojk, aplikasi pinjaman online, cash cepat, cicilan online, dana pinjaman, dana talangan, fintech lending, fintech pendanaan, kredit cepat cair, kredit digital, kredit instan, kredit kilat, kredit online, kredit tanpa agunan, kredit tanpa jaminan, p2p lending, peer to peer lending, pinjam uang, pinjam uang cepat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online legal ojk, pinjaman online resmi, pinjaman online terpercaya, pinjaman tanpa jaminan, pinjaman tunai, pinjol, pinjol legal, pinjol terdaftar ojk"
Pinjam Kilat-Pinjaman Dana,premjit sharma,premjit+sharma,premsharma2529@gmail.com,,,4.7735124,5182,792,100.000+,,com.ideo.pjkt,https://play.google.com/store/apps/details?id=com.ideo.pjkt&hl=id&gl=id,Indonesia,"cash kilat, dana darurat, kredit kilat, pinjam uang kilat, pinjaman kilat"
Indodana: PayLater & Pinjaman,PT Indodana Multi Finance,7812478841828843016,cs@indodana.com,https://www.indodana.id,,4.582625,2570514,637257,10.000.000+,Keuangan,com.indodana.app,https://play.google.com/store/apps/details?id=com.indodana.app&hl=id&gl=id,Indonesia,"aplikasi cicilan, aplikasi dana tunai, aplikasi kredit, aplikasi pinjaman ojk, aplikasi pinjaman online, bayar nanti, belanja sekarang bayar nanti, cicilan online, cicilan tanpa kartu kredit, dana talangan, e-wallet pinjaman, fintech lending, fintech pendanaan, kartu kredit digital, kredit cepat cair, kredit elektronik, kredit hp, kredit instan, kredit multiguna, kredit online, kredit tanpa agunan, kredit tanpa jaminan, paylater, pinjam uang, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman ibu rumah tangga, pinjaman instan, pinjaman ktp saja, pinjaman langsung cair, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman online, pinjaman online aman, pinjaman online bunga rendah, pinjaman online resmi, pinjaman online tanpa slip gaji, pinjaman online terpercaya, pinjaman pns, pinjaman tanpa jaminan, pinjaman tunai, pinjol, pinjol legal, pinjol terdaftar ojk"
Indodana Fintech Pinjaman Dana,PT Artha Dana Teknologi,7043347911111106586,cs@indodana.com,https://www.indodanafintech.co.id/,,3.55,1203,725,100.000+,Keuangan,com.indodana.cashloan.app,https://play.google.com/store/apps/details?id=com.indodana.cashloan.app&hl=id&gl=id,Indonesia,"aplikasi dana tunai, aplikasi pinjaman modal usaha, dana talangan, fintech pendanaan, kredit multiguna, pinjaman multiguna, pinjaman pns"
UangIndo-Asisten Pinjaman,PT SOLUSI CERDAS TECH,PT+SOLUSI+CERDAS+TECH,member@ptsolusicerdas.com,https://uangindofin.com/,,4.5664115,209532,33928,1.000.000+,,com.indonesia.uang.uangin,https://play.google.com/store/apps/details?id=com.indonesia.uang.uangin&hl=id&gl=id,Indonesia,dana darurat
Indosaku-Pinjaman Cicilan Uang,PT. INDOSAKU DIGITAL TEKNOLOGI,PT.+INDOSAKU+DIGITAL+TEKNOLOGI,service@indosaku.id,http://www.indosaku.id,,4.7296743,533536,206520,10.000.000+,Keuangan,com.indosk.sensid,https://play.google.com/store/apps/details?id=com.indosk.sensid&hl=id&gl=id,Indonesia,"aplikasi cicilan, aplikasi kredit, aplikasi pinjaman ojk, aplikasi pinjaman online, cash cepat, cicilan online, dana talangan, fintech lending, fintech pendanaan, kredit cepat cair, kredit instan, kredit online, kredit tanpa agunan, kredit tanpa jaminan, pinjam uang, pinjam uang cepat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman gaji, pinjaman harian, pinjaman ilegal, pinjaman instan, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal usaha, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online legal ojk, pinjaman online resmi, pinjaman online tanpa ktp, pinjaman online terdaftar ojk, pinjaman online terpercaya, pinjaman pelajar, pinjaman pns, pinjaman tanpa agunan, pinjaman tanpa jaminan, pinjaman tunai, pinjol, pinjol legal, pinjol terdaftar ojk, uang cepat, uang pinjaman"
Union Credit Card,Union Bank of India,Union+Bank+of+India,ccdit@unionbankofindia.bank,https://ubicards.unionbankofindia.co.in,,,,,100.000+,,com.isgl.ubi.ccms,https://play.google.com/store/apps/details?id=com.isgl.ubi.ccms&hl=id&gl=id,Indonesia,virtual credit card
Cairin: Pinjaman Dana Instan,PT. Idana Solusi Sejahtera,PT.+Idana+Solusi+Sejahtera,cs@cairin.id,http://www.cairin.id,,4.498056,394777,205482,10.000.000+,Keuangan,com.iss.client.cairin,https://play.google.com/store/apps/details?id=com.iss.client.cairin&hl=id&gl=id,Indonesia,"aplikasi dana tunai, aplikasi pinjaman modal usaha, dana darurat, dana pinjaman, dana talangan, e-wallet pinjaman, fintech pendanaan, kredit instan, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman ktp saja, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman pns, pinjol, pinjol ilegal"
Buvei - Virtual Card & Pay,Buvei llc,Buvei+llc,support@buvei.com,https://buvei.com/,,,,,5.000+,,com.jackma1254.buveiapp,https://play.google.com/store/apps/details?id=com.jackma1254.buveiapp&hl=id&gl=id,Indonesia,virtual credit card
JULO: Pinjaman & Kredit Online,PT. JULO Teknologi Finansial,PT.+JULO+Teknologi+Finansial,info@julo.co.id,https://www.julo.co.id,,4.1792417,647239,284894,10.000.000+,Keuangan,com.julofinance.juloapp,https://play.google.com/store/apps/details?id=com.julofinance.juloapp&hl=id&gl=id,Indonesia,"aplikasi cicilan, aplikasi dana tunai, aplikasi kredit, aplikasi pinjaman modal usaha, aplikasi pinjaman ojk, aplikasi pinjaman online, cash kilat, cicilan online, cicilan tanpa kartu kredit, dana pinjaman, dana talangan, e-wallet pinjaman, fintech lending, fintech pendanaan, kartu kredit digital, kredit cepat cair, kredit digital, kredit elektronik, kredit hp, kredit instan, kredit kilat, kredit motor online, kredit multiguna, kredit online, kredit tanpa agunan, kredit tanpa jaminan, paylater, pinjam uang, pinjam uang cepat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman gaji, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online legal ojk, pinjaman online resmi, pinjaman online tanpa bi checking, pinjaman online tanpa ktp, pinjaman online tanpa slip gaji, pinjaman online terdaftar ojk, pinjaman online terpercaya, pinjaman pelajar, pinjaman pns, pinjaman tanpa agunan, pinjaman tanpa jaminan, pinjaman tunai, pinjol, pinjol ilegal, pinjol legal, pinjol terdaftar ojk, uang pinjaman"
Pinjam Yuk–Pinjam Uang Daring,PT KuaiKuai Tech Indonesia,PT+KuaiKuai+Tech+Indonesia,cs@pinjamyuk.co.id,https://www.pinjamyuk.co.id/index,,4.7683325,1601023,372457,10.000.000+,Keuangan,com.kkii,https://play.google.com/store/apps/details?id=com.kkii&hl=id&gl=id,Indonesia,"aplikasi kredit, aplikasi pinjaman ojk, aplikasi pinjaman online, fintech lending, kredit cepat cair, kredit online, pinjam uang, pinjam uang cepat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online resmi, pinjaman online terpercaya, pinjaman tunai, pinjaman usaha kecil, pinjol, pinjol legal, pinjol terdaftar ojk, uang pinjaman"
KlikUMKM,PT Pinjaman Kemakmuran Rakyat,PT+Pinjaman+Kemakmuran+Rakyat,info@klikumkm.co.id,https://klikumkm.co.id/,,4.1715355,12984,4436,1.000.000+,Keuangan,com.klik.klikUMKM,https://play.google.com/store/apps/details?id=com.klik.klikUMKM&hl=id&gl=id,Indonesia,"aplikasi pinjaman modal usaha, dana talangan, pinjaman ibu rumah tangga, pinjaman karyawan, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman pns, pinjaman umkm, pinjaman usaha kecil"
KlikCair - Pinjaman Daring,PT Klikcair Magga Jaya,PT+Klikcair+Magga+Jaya,info@klikcair.com,https://klikcair.com,,3.8774703,2464,1477,500.000+,Keuangan,com.klikcairapp,https://play.google.com/store/apps/details?id=com.klikcairapp&hl=id&gl=id,Indonesia,"aplikasi dana tunai, dana talangan, fintech pendanaan, kredit multiguna, pinjaman ibu rumah tangga, pinjaman karyawan, pinjaman multiguna, pinjaman pns"
Oren by KOPNUS,Koperasi Nusantara,Koperasi+Nusantara,product-dev@kopnus.com,https://kopnus.com,,3.6470587,986,540,100.000+,Keuangan,com.kopnus.kdigi,https://play.google.com/store/apps/details?id=com.kopnus.kdigi&hl=id&gl=id,Indonesia,pinjaman ibu rumah tangga
Artha Niaga - Koperasi Pinjam,KOPERASI SIMPAN PINJAM ARTHA NIAGA,KOPERASI+SIMPAN+PINJAM+ARTHA+NIAGA,ksparthaniagaedi@gmail.com,https://ksparthaniaga.com/,,4.770378,411028,151859,5.000.000+,,com.kpsto.artha.niaga,https://play.google.com/store/apps/details?id=com.kpsto.artha.niaga&hl=id&gl=id,Indonesia,"gadai sertifikat, pinjaman harian"
PinjamAmanah - Perantara,PT. INTERGLOBAL AKSES MEDIA,PT.+INTERGLOBAL+AKSES+MEDIA,cs@interglobalakses.com,https://www.interglobalakses.com/,,4.7594724,100170,28194,1.000.000+,Keuangan,com.kredit.uang.pinjaman.amanah,https://play.google.com/store/apps/details?id=com.kredit.uang.pinjaman.amanah&hl=id&gl=id,Indonesia,"aplikasi pinjaman modal usaha, dompet digital pinjaman, gadai sertifikat, kredit multiguna, kredit tanpa agunan, kredit tanpa jaminan, p2p lending, pinjaman ilegal, pinjaman karyawan, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman rekening koran, pinjol ilegal, pinjol terdaftar ojk"
Kredito - Pinjaman Uang Daring,PT FINTEK DIGITAL INDONESIA,PT+FINTEK+DIGITAL+INDONESIA,cs@kredito.id,https://kredito.id/,,3.7189238,188332,100738,10.000.000+,Keuangan,com.kredito.fintek,https://play.google.com/store/apps/details?id=com.kredito.fintek&hl=id&gl=id,Indonesia,"aplikasi dana tunai, aplikasi kredit, dana talangan, fintech lending, fintech pendanaan, kredit cepat cair, kredit instan, kredit multiguna, kredit tanpa agunan, kredit tanpa jaminan, p2p lending, peer to peer lending, pinjam uang, pinjaman cepat tanpa ribet, pinjaman harian, pinjaman ibu rumah tangga, pinjaman instan, pinjaman ktp saja, pinjol, pinjol terdaftar ojk"
Kredit Pintar-Pinjaman Daring,PT. Kredit Pintar Indonesia,PT.+Kredit+Pintar+Indonesia,cs@kreditpintar.com,https://www.kreditpintar.com/,,4.283321,2398260,1317217,10.000.000+,Keuangan,com.kreditpintar,https://play.google.com/store/apps/details?id=com.kreditpintar&hl=id&gl=id,Indonesia,"aplikasi cicilan, aplikasi dana tunai, aplikasi kredit, aplikasi kta, aplikasi pinjaman modal usaha, aplikasi pinjaman ojk, aplikasi pinjaman online, cash cepat, cash kilat, cicilan online, fintech lending, fintech pendanaan, gadai sertifikat, kredit cepat cair, kredit digital, kredit elektronik, kredit instan, kredit kilat, kredit multiguna, kredit online, kredit tanpa agunan, kredit tanpa jaminan, kta online, p2p lending, peer to peer lending, pinjam uang, pinjam uang cepat, pinjam uang kilat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman kilat, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online resmi, pinjaman online tanpa bi checking, pinjaman online tanpa ktp, pinjaman online terdaftar ojk, pinjaman online terpercaya, pinjaman pelajar, pinjaman pns, pinjaman tunai, pinjaman umkm, pinjaman usaha kecil, pinjol, pinjol ilegal, pinjol legal, pinjol terdaftar ojk, uang cepat"
Kreditplus Mobile #YakinBisa,PT KB Finansia Multi Finance,PT+KB+Finansia+Multi+Finance,cs@kreditplus.com,https://app.kreditplus.com/,,4.084197,7684,5304,1.000.000+,Keuangan,com.kreditplus.kpm.android,https://play.google.com/store/apps/details?id=com.kreditplus.kpm.android&hl=id&gl=id,Indonesia,"kredit hp, kredit motor online, kredit multiguna, kredit tanpa jaminan, pinjaman multiguna"
KTA KILAT - Pinjaman Online,PT Pendanaan Teknologi Nusa,PT+Pendanaan+Teknologi+Nusa,customer@pendanaan.com,https://www.pendanaan.com/,,4.673642,548848,261329,10.000.000+,Keuangan,com.ktakilat.loan,https://play.google.com/store/apps/details?id=com.ktakilat.loan&hl=id&gl=id,Indonesia,"aplikasi dana tunai, aplikasi kredit, aplikasi kta, aplikasi pinjaman modal usaha, aplikasi pinjaman ojk, aplikasi pinjaman online, cash cepat, cash kilat, fintech lending, fintech pendanaan, gadai sertifikat, kredit cepat cair, kredit instan, kredit kilat, kredit online, kredit tanpa agunan, kredit tanpa jaminan, kta online, pinjam uang, pinjam uang cepat, pinjam uang kilat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman harian, pinjaman ilegal, pinjaman instan, pinjaman kilat, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online legal ojk, pinjaman online resmi, pinjaman online tanpa bi checking, pinjaman online tanpa ktp, pinjaman online terdaftar ojk, pinjaman online terpercaya, pinjaman pelajar, pinjaman pns, pinjaman tanpa agunan, pinjaman tanpa jaminan, pinjaman tunai, pinjaman usaha kecil, pinjol, pinjol ilegal, pinjol legal, pinjol terdaftar ojk, uang cepat"
Lakuemas,Lakuemas,Lakuemas,support@lakuemas.com,http://www.lakuemas.com,,4.6180124,12827,8280,500.000+,Keuangan,com.lakuemas.app,https://play.google.com/store/apps/details?id=com.lakuemas.app&hl=id&gl=id,Indonesia,cicil emas
Lazada 7.7 Sale,Lazada Mobile,6910719627384765267,help@lazada.com,http://www.lazada.com,,4.6872683,29198652,3261218,500.000.000+,Belanja,com.lazada.android,https://play.google.com/store/apps/details?id=com.lazada.android&hl=id&gl=id,Indonesia,paylater
Link UMKM,PT Bank Rakyat Indonesia (Persero) Tbk.,PT+Bank+Rakyat+Indonesia+(Persero)+Tbk.,redaksi@bririns.or.id,https://linkumkm.id/,,3.909091,11,7,1.000+,Pendidikan,com.linkumkmv3.apps,https://play.google.com/store/apps/details?id=com.linkumkmv3.apps&hl=id&gl=id,Indonesia,pinjaman umkm
RupiahCepat - Pinjaman Dana,PT KreditUtamaFintechIndonesia,PT+KreditUtamaFintechIndonesia,cs@rupiahcepat.co.id,https://www.rupiahcepat.co.id,,4.6108127,1613336,648569,10.000.000+,Keuangan,com.loan.cash.credit.easy.kilat.cepat.pinjam.uang.dana.rupiah,https://play.google.com/store/apps/details?id=com.loan.cash.credit.easy.kilat.cepat.pinjam.uang.dana.rupiah&hl=id&gl=id,Indonesia,"aplikasi cicilan, aplikasi dana tunai, aplikasi kredit, aplikasi kta, aplikasi pinjaman modal usaha, aplikasi pinjaman ojk, aplikasi pinjaman online, cash cepat, cash kilat, cicilan online, dana cepat, dana darurat, dana pinjaman, dana talangan, dompet digital pinjaman, e-wallet pinjaman, fintech lending, fintech pendanaan, gadai bpkb, gadai sertifikat, kredit cepat cair, kredit digital, kredit elektronik, kredit instan, kredit kilat, kredit multiguna, kredit online, kredit tanpa agunan, kredit tanpa jaminan, kta online, p2p lending, peer to peer lending, pinjam uang, pinjam uang cepat, pinjam uang kilat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman gaji, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman kilat, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online legal ojk, pinjaman online resmi, pinjaman online tanpa bi checking, pinjaman online tanpa ktp, pinjaman online tanpa slip gaji, pinjaman online terdaftar ojk, pinjaman online terpercaya, pinjaman pelajar, pinjaman pns, pinjaman rekening koran, pinjaman tanpa agunan, pinjaman tanpa jaminan, pinjaman tunai, pinjaman umkm, pinjol, pinjol legal, pinjol terdaftar ojk, uang cepat, uang pinjaman"
Fyatu - Carte Virtuelle VISA,Fyatu Ltd,Fyatu+Ltd,support@fyatu.com,https://fyatu.com,,2.8888888,5208,5,100.000+,,com.mercipro.fyatu,https://play.google.com/store/apps/details?id=com.mercipro.fyatu&hl=id&gl=id,Indonesia,virtual credit card
Dumi - Sahabat ASN Indonesia,Fidac Inovasi Teknologi,Fidac+Inovasi+Teknologi,cs@minjem.com,https://minjem.com,,4.507622,6550,2910,100.000+,,com.minjem.dumi,https://play.google.com/store/apps/details?id=com.minjem.dumi&hl=id&gl=id,Indonesia,pinjaman pns
UKU - Pinjaman Dana Digital,PT Teknologi Merlin Sejahtera,PT+Teknologi+Merlin+Sejahtera,cs@ukuindo.com,https://ukuindo.com,,4.597135,381835,147645,10.000.000+,Keuangan,com.mintq.gocash,https://play.google.com/store/apps/details?id=com.mintq.gocash&hl=id&gl=id,Indonesia,"aplikasi dana tunai, aplikasi kredit, aplikasi pinjaman modal usaha, aplikasi pinjaman ojk, aplikasi pinjaman online, dana pinjaman, dana talangan, fintech lending, kredit cepat cair, pinjam uang, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman harian, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman online, pinjaman online 24 jam, pinjaman online bunga rendah, pinjaman online resmi, pinjaman online terpercaya, pinjaman pelajar, pinjaman tunai, pinjaman umkm, pinjol, pinjol legal"
Modal Nasional-Pinjaman Daring,PT Solusi Teknologi Finansial,PT+Solusi+Teknologi+Finansial,help@modalnasional.co.id,https://www.modalnasional.co.id,,4.5153837,456189,248402,10.000.000+,Keuangan,com.modalnasional.fintech,https://play.google.com/store/apps/details?id=com.modalnasional.fintech&hl=id&gl=id,Indonesia,"aplikasi pinjaman modal usaha, cash cepat, fintech lending, fintech pendanaan, pinjaman harian, pinjaman ilegal, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman pns, pinjol, pinjol legal"
Mother Simulator: Family life,Take Top Entertainment,8428497551407415293,contact@taketopgames.com,https://taketopgames.com/,,4.191438,169253,13414,50.000.000+,Simulasi; Kehidupan; Kasual; Single player; Bergaya unik; Offline,com.mothersimulator3d2,https://play.google.com/store/apps/details?id=com.mothersimulator3d2&hl=id&gl=id,Indonesia,pinjaman ibu rumah tangga
KlikKami - Pinjaman Daring,PT.Harapan Fintech Indonesia,PT.Harapan+Fintech+Indonesia,klikkami2020@gmail.com,https://www.klikkami.co.id/,,4.4682236,400973,116891,5.000.000+,Keuangan,com.myapp.klikkami,https://play.google.com/store/apps/details?id=com.myapp.klikkami&hl=id&gl=id,Indonesia,"fintech pendanaan, kredit tanpa jaminan, pinjaman ibu rumah tangga"
Kredinesia - Pinjaman Daring,PT Kreditku Teknologi Indonesia,PT+Kreditku+Teknologi+Indonesia,cs@kredinesia.id,http://www.kredinesia.id,,3.814677,104788,58069,5.000.000+,Keuangan,com.onecard.kredinesia,https://play.google.com/store/apps/details?id=com.onecard.kredinesia&hl=id&gl=id,Indonesia,"dana talangan, kredit multiguna, kredit tanpa jaminan, pinjaman multiguna, pinjaman pns"
Dompet Digital,Dwijaya Mandiri Sejahtera Indonesia,Dwijaya+Mandiri+Sejahtera+Indonesia,info@dompetdigital.web.id,https://dompetdigital.web.id,,4.19,254,173,10.000+,Bisnis,com.otoreport.dompetdigitalapp,https://play.google.com/store/apps/details?id=com.otoreport.dompetdigitalapp&hl=id&gl=id,Indonesia,dompet digital pinjaman
"Pandai Gadai: HP, Emas, & BPKB",Pandai Gadai,7495982945666786751,hello@pandaigadai.com,https://pandaigadai.com,,4.866667,1024,851,100.000+,Keuangan,com.pandaigadai,https://play.google.com/store/apps/details?id=com.pandaigadai&hl=id&gl=id,Indonesia,"gadai bpkb, gadai emas online, gadai online, gadai sertifikat"
Panduan Aktifkan Dana Paylater,Nindya Anggraini,Nindya+Anggraini,abidnindya95@gmail.com,https://abdabkr.blogspot.com/ads.txt,,,,,1.000+,,com.panduan.aktifkan.payltr.dana.abd,https://play.google.com/store/apps/details?id=com.panduan.aktifkan.payltr.dana.abd&hl=id&gl=id,Indonesia,paylater
PayLater - Split in 4 payments,PayLater,PayLater,support@paylaterapp.com,https://paylaterapp.com,,3.3666666,2518,14,500.000+,Keuangan,com.paylaterapp.paylater,https://play.google.com/store/apps/details?id=com.paylaterapp.paylater&hl=id&gl=id,Indonesia,"bayar nanti, belanja sekarang bayar nanti, paylater"
Pohondana : Pinjaman Karyawan,PT. Pohon Dana Indonesia,5127434895969455601,customerservice@pohondana.id,https://www.pohondana.id/,,2.1851852,27,16,10.000+,Keuangan,com.pdi.pohondana,https://play.google.com/store/apps/details?id=com.pdi.pohondana&hl=id&gl=id,Indonesia,pinjaman karyawan
Agen Pegadaian,PT Pegadaian (Persero),PT+Pegadaian+(Persero),digital@pegadaian.co.id,http://www.pegadaian.co.id,,4.0869565,2975,1328,500.000+,Keuangan,com.pegadaianagen,https://play.google.com/store/apps/details?id=com.pegadaianagen&hl=id&gl=id,Indonesia,"cicil emas, gadai emas online, gadai online, gadai sertifikat"
Tring! by Pegadaian,PT Pegadaian (Persero),PT+Pegadaian+(Persero),digital@pegadaian.co.id,https://digital.pegadaian.co.id,,4.461336,137936,75069,10.000.000+,Keuangan,com.pegadaiandigital,https://play.google.com/store/apps/details?id=com.pegadaiandigital&hl=id&gl=id,Indonesia,"cicil emas, gadai bpkb, gadai emas online, gadai online, gadai sertifikat"
Pusat Gadai Indonesia,PT. Pusat Gadai Indonesia,7672791109525581176,pgibisnis@gmail.com,https://pusatgadaiindonesia.id,,3.8325992,2279,1097,500.000+,Keuangan,com.pgi.gaol,https://play.google.com/store/apps/details?id=com.pgi.gaol&hl=id&gl=id,Indonesia,"gadai bpkb, gadai emas online, gadai online, gadai sertifikat"
Pijar: Pinjaman Jaminan Rumah,PT Iki Karunia Indonesia,PT+Iki+Karunia+Indonesia,hello@pijar.com,https://pijar.com,,3.55,118,95,50.000+,Keuangan,com.pijarmobile,https://play.google.com/store/apps/details?id=com.pijarmobile&hl=id&gl=id,Indonesia,gadai sertifikat
Pilih Kredit-Kumpulan Pinjaman,PT Estrend Teknologi Digital,PT+Estrend+Teknologi+Digital,cs@pilihkredit.id,https://www.pilihkredit.id,,3.9464285,2797,1738,500.000+,Keuangan,com.pilihid.kreditid.pilihkredit,https://play.google.com/store/apps/details?id=com.pilihid.kreditid.pilihkredit&hl=id&gl=id,Indonesia,"kredit instan, kredit multiguna, kredit tanpa agunan, kredit tanpa jaminan, pinjaman pns"
News Gadai BPKB,Dana Tunai Bandung,Dana+Tunai+Bandung,info@pinjam.gadaibpkb.co.id,https://pinjam.gadaibpkb.co.id/,,,,,50+,,com.pinjam.gadaibpkb,https://play.google.com/store/apps/details?id=com.pinjam.gadaibpkb&hl=id&gl=id,Indonesia,gadai bpkb
